"Timestamp","Czy w ciągu ostatnich 5 lat przynajmniej raz uprawiałaś/-eś seks?","Czy w ciągu ostatnich 5 lat zdarzyło Ci się uprawiać seks bez prezerwatywy?","W ciągu ostatnich 5 lat z iloma mniej więcej partnerami/-kami byłaś/-eś aktywna/-ny seksualnie?","Jakie zachowania seksualne podejmowałaś/-eś w ciągu ostatnich 5 lat? (Wybierz te odpowiedzi które uważasz za słuszne)","W ciągu ostatnich 5 lat uprawiałaś/-eś seks po: (Wybierz te odpowiedzi, które uważasz za słuszne)","Czy uważasz, że temat bezpiecznego seksu dotyczy każdego?","Czy w ciągu ostatnich 5 lat wykonywałaś/-eś badania w kierunku chorób przenoszonych drogą płciową? (Kiła, Chlamydioza, Rzeżączka, Opryszczka narządów płciowych, WZW B, HPV)","Czy w ciągu ostatnich 5 lat robiłaś/-eś test na HIV?","Skąd pochodzi twoja wiedza na temat zachowań i praktyk seksualnych? (Wybierz tyle odpowiedzi ile uważasz za słuszne)","Co oznacza dla Ciebie pojęcie: ""Bezpieczny seks""? (Wybierz te odpowiedzi, które uważasz za słuszne) ","Płeć","Twój wiek mieści się w przedziale:","Jakie masz wykształcenie?","Twoje miejsce zamieszkania to:","Jaka jest Twoja sytuacja zawodowa?","Jaka jest Twoja orientacja seksualna?","Jaki jest Twój obecny status związku?","Opisując Twoje związki z ostatnich 5 lat oraz sytuację obecną, były one:"
"2019/04/11 11:34:53 am CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Marihuanie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Internet;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;regularne badania kontrolne na choroby weneryczne;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","26-33","Wyższe magisterskie","Miasto od 100 do 250 tys.","Freelancer - wolny zawód","Homoseksualna","W związku homoseksualnym","Przeważnie otwarte"
"2019/04/11 12:10:10 pm CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja","Alkoholu;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem","Mężczyzna","34-41","Wyższe inżynierskie","Miasto od 250 do 500 tys.","Pracodawca","Homoseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/04/11 12:16:55 pm CET","Tak","Tak","21-50","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting;Sm, bdsm, cbt, tt","Alkoholu;Narkotykach;Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","26-33","Licencjat","Miasto od 500 tys. do 1 mln","Pracownik","Homoseksualna","Singiel/-ka","Przeważnie otwarte"
"2019/04/11 12:22:02 pm CET","Tak","Nie","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja","Żadne z powyższych","Nie. Kogo nie dotyczy? (Odpowiedź wpisz proszę w inne);Osób, które nie są aktywne seksualnie","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;używanie prezerwatywy;stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Wyższe inżynierskie","Miasto od 500 tys. do 1 mln","Pracownik","Heteroseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/04/11 12:33:57 pm CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","34-41","Licencjat","Miasto od 500 tys. do 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/11 12:38:28 pm CET","Tak","Tak","11-20","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting","Alkoholu;Narkotykach;Marihuanie;Opioidach i/lub benzodiazepinach (silne leki uspokajające, przeciwpsychotyczne, nasenne, przeciwlękowe, przeciwdepresyjne, przeciwbólowe i przeciwkaszlowe);Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Wyższe inżynierskie","Miasto od 100 do 250 tys.","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Ciężko powiedzieć"
"2019/04/11 12:59:23 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja","Żadne z powyższych","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","26-33","Średnie","MIasto od 50 do 100 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/11 1:34:46 pm CET","Tak","Nie","51-100","Seks analny;Seks oralny;Masturbacja;Rimming","Żadne z powyższych","Tak","Tak, ale tylko raz","Tak, ale tylko raz","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem seksualnym przed i/lub po stosunku;higiena osobista przed i po stosunku;używanie prezerwatywy;seks analny i/lub oralny;seks nieprowadzący do ejakulacji","Mężczyzna","18-25","Średnie","Miasto pow. 1 mln","Student","Homoseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/04/11 2:51:01 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Żadne z powyższych","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","42-49","Średnie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/11 2:56:05 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja","Alkoholu","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;podejmowanie świadomych kontaktów seksualnych;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","26-33","Wyższe magisterskie","Miasto od 500 tys. do 1 mln","Pracownik","Heteroseksualna","W związku heteroseksualnym","Przeważnie zamknięte"
"2019/04/11 3:31:23 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks analny;Seks oralny;Masturbacja","Alkoholu","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Rodzice, rodzina, rodzeństwo;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;seks z jednym, stałym partnerem","Mężczyzna","42-49","Doktorskie i wyżej","Miasto od 500 tys. do 1 mln","Pracownik","Biseksualna","W związku partnerskim jednopłciowym","Tylko zamnknięte"
"2019/04/11 3:56:38 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny;Masturbacja;Fisting","Alkoholu;Narkotykach;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Szkoła, studia, edukacja seksualna;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;seks z jednym, stałym partnerem","Mężczyzna","50-57","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W małżeństwie jednopłciowym","Tylko zamnknięte"
"2019/04/11 4:23:04 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja","Żadne z powyższych","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem","Mężczyzna","42-49","Wyższe magisterskie","Miasto od 500 tys. do 1 mln","Pracodawca","Homoseksualna","Singiel/-ka","Przeważnie zamknięte"
"2019/04/11 4:56:34 pm CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja;Fisting","Żadne z powyższych","Tak","Tak, robię to co najmniej raz do roku","Tak, dwa lub trzy razy","Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","42-49","Średnie","Miasto od 500 tys. do 1 mln","Freelancer - wolny zawód","Homoseksualna","W związku partnerskim jednopłciowym","Przeważnie otwarte"
"2019/04/11 4:56:57 pm CET","Tak","Tak","11-20","Seks analny;Seks oralny","Alkoholu","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;higiena osobista przed i po stosunku;używanie prezerwatywy","Mężczyzna","34-41","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Ciężko powiedzieć"
"2019/04/11 4:59:24 pm CET","Tak","Tak","2-5","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Internet;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Mężczyzna","34-41","Średnie","Miasto od 500 tys. do 1 mln","Pracownik","Heteroseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/04/11 5:28:30 pm CET","Tak","Tak","2-5","Seks waginalny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, ale tylko raz","Tak, ale tylko raz","Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;seks z jednym, stałym partnerem;stosunek przerywany","Kobieta","42-49","Wyższe magisterskie","Miasto od 500 tys. do 1 mln","Pracownik","Heteroseksualna","W związku partnerskim","Przeważnie zamknięte"
"2019/04/11 5:35:02 pm CET","Tak","Tak","6-10","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Narkotykach;Marihuanie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Internet","używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","26-33","Wyższe magisterskie","Miasto od 100 do 250 tys.","Pracownik","Biseksualna","W związku homoseksualnym","Przeważnie zamknięte"
"2019/04/11 5:35:06 pm CET","Tak","Tak","11-20","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie częściej niż co 3 miesiące","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem","Mężczyzna","42-49","Wyższe inżynierskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko otwarte"
"2019/04/11 5:44:02 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja","Alkoholu;Opioidach i/lub benzodiazepinach (silne leki uspokajające, przeciwpsychotyczne, nasenne, przeciwlękowe, przeciwdepresyjne, przeciwbólowe i przeciwkaszlowe)","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Tak, dwa lub trzy razy","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy","Mężczyzna","26-33","Licencjat","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
