"Timestamp","Você fez sexo nos últimos 5 anos?","Nos últimos 5 anos, teve relações sexuais sem preservativo?","Com quantos parceiros teve relações sexuais nos últimos 5 anos?","Que práticas sexuais realizou nos últimos 5 anos? (Escolha todas as opções que se apliquem)","Nos últimos 5 anos, teve relações sexuais depois de consumir: (Escolha todas as opções que se apliquem)","Considera que sexo seguro é algo a levar em consideração por todos?","Nos últimos 5 anos, fez análises a DSTs (doenças sexualmente transmissíveis)? (sífilis, clamídia, gonorréia, trato genital, hepatite, hpv)","Nos últimos 5 anos, fez análises a VIH (Vírus da Imunodeficiência humana)?","Onde aprendeu o que sabe sobre comportamentos e práticas sexuais? (Escolha todas as opções que se apliquem)","O que é, para si, sexo seguro? (Escolha todas as opções que se apliquem)","Sexo","Qual é o seu nível de educação?","Qual é a sua idade?","A sua área de residência é…","Qual é a sua situação profissional?","Qual é a sua orientação sexual?","Qual o seu estado civil?","Como descreveria as suas relações nos últimos 5 anos?"
"2019/04/17 2:53:54 pm CET","Sim","Não","2-5","Sexo vaginal;Sexo oral;Masturbação","Nenhuma","Sim","Não, uso sempre preservativo.","Não, uso sempre preservativo.","Escola e educação sexual.;Internet;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Fazer análises a DSTs regularmente.;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","26-33","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Empregado","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 3:01:56 pm CET","Sim","Sim","2-5","Sexo oral;Masturbação","Nada","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição);Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição)","Homem","Secundária","18-25","Uma aldeia.","Estudante universitário","Homossexual","Solteiro","É complicado"
"2019/04/17 3:04:20 pm CET","Sim","Sim","6-10","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool;Marijuana","Sim","Sim, fiz duas ou três vezes.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Familia;Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Ter relações apenas com um parceiro;Praticar o coito interrompido;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Maioritariamente abertas"
"2019/04/17 3:06:34 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool;Marijuana","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, fiz uma vez.","Escola e educação sexual.;Familia;Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Empregado","Heterossexual","Em união de facto com alguém do sexo oposto","Fechadas"
"2019/04/17 3:08:16 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","nao","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, uso sempre preservativo.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição);Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade com mais de 1 milhão de habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 3:11:26 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral;Masturbação","Não tive ","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, fiz duas ou três vezes.","Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Mulher","Licenciatura","34-41","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Empregado","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 3:12:49 pm CET","Sim","Não","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Pornografia (filmes e revistas);Internet;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Usar de preservativo","Mulher","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Bissexual","Solteiro","Fechadas"
"2019/04/17 3:18:32 pm CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/17 3:20:26 pm CET","Sim","Sim","6-10","Sexo vaginal;Sexo anal;Sexo oral;Masturbação","NA - não consumo ","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Familia;Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Usar desinfetante na pele e nas membranas mucosas.;Usar utensílios descartáveis na prática de sexo com “Chemsex”;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Secundária","26-33","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Empregado","Heterossexual","Em união de facto com alguém do sexo oposto","Maioritariamente fechadas"
"2019/04/17 3:23:22 pm CET","Sim","Não","6-10","Sexo vaginal;Sexo anal;Sexo oral;Masturbação","Não consumi","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Empregado","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 3:23:44 pm CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação","Nenhum ","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Familia;Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar de preservativo;Usar métodos contracetivos","Homem","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Homossexual","Nenhuma ","É complicado"
"2019/04/17 3:27:59 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Nenhuma","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Familia;Internet;Amogis e colegas;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Empregado","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 3:30:27 pm CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/17 3:31:41 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Não consumo nenhuma destas substâncias","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Familia;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Estudante","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 3:37:40 pm CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/17 3:42:47 pm CET","Sim","Não","Com um parceiro","Sexo vaginal;Sexo oral","Nenhuma se aplica ","Sim","Não, uso sempre preservativo.","Não, uso sempre preservativo.","Familia;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 250.000 a 500.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 3:45:41 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo oral","Álcool","Sim","Sim, fiz duas ou três vezes.","Sim, fiz duas ou três vezes.","Escola e educação sexual.;Familia;Amogis e colegas;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Mulher","Licenciatura","26-33","Uma cidade que tem entre 250.000 a 500.000 habitantes.","Trabalhador independente","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 3:46:27 pm CET","Sim","Sim","6-10","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Usar utensílios descartáveis na prática de sexo com “Chemsex”;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Ter relações apenas com um parceiro;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Maioritariamente fechadas"
"2019/04/17 3:46:34 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Álcool","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, fiz duas ou três vezes.","Pornografia (filmes e revistas);Internet;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Em união de facto com alguém do sexo oposto","Fechadas"
"2019/04/17 3:59:14 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo anal;Sexo oral;Masturbação","Marijuana","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Familia;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Doutoramento ou superior","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Estudante universitário","Bissexual","Em união de facto com alguém do sexo oposto","Maioritariamente fechadas"
"2019/04/17 4:13:17 pm CET","Sim","Não","Com um parceiro","Sexo vaginal;Masturbação","Nada","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Sim, fiz uma vez.","Escola e educação sexual.;Internet;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Uso de tratamento como prevenção da infeção de VIH;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Abertas"
"2019/04/17 4:25:40 pm CET","Sim","Sim","Não sei, não conto.","Sexo anal;Sexo oral;Masturbação","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço, pelo menos, uma vez por ano.","Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo","Homem","Licenciatura","34-41","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Empregado","Homossexual","Numa relação homossexual","Abertas"
