"Timestamp","In the last 5 years, have you had sex at least once?","In the last 5 years have you ever had sex without a condom?","With how many partners were you sexually active in the last 5 years?","Which sexual behaviors did you have in the last 5 years? (Choose all applicable answers)","In the last 5 years, have you ever had sex after:(Choose all applicable answers)","Do you think that the topic of safe sex applies to everyone?","In the last 5 years, have you been tested for STD’s (sexually transmitted diseases like Syphilis, Gonorrhea (The clap), Herpes simplex (HSV1), Hepatitis B, HPV)?","In the last 5 years, have you been tested for HIV?","Where does your knowledge about sexual behaviors and practices come from? (Choose all applicable answers)","What ""Safe sex"" means for you? (Choose all applicable answers)","Sex/Gender","Your age is in the range:","What is your education level?","Your place of residence is:","What is your professional situation?","What is your sexual orientation?","What is your current relationship status?","Describing your relationships from the last 5 years and the current situation, they were:"
"2019/04/13 6:33:31 pm CET","Yes","Yes","11-20","Vaginal sex;Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol;Drugs","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","School, studies, sex education;Parents, family, siblings;Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom","Female","26-33","Master's degree","City over 1 million","Employee","Heterosexual","Single","Only closed"
"2019/04/13 6:39:51 pm CET","Yes","Yes","With one permanent partner","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol;Marijuana","Yes","No, I do not have to do this, because I have permanent partner longer than 5 years","Yes, but only once","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible infection;use of disinfectants on the skin and mucous membranes;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);observation and genital self-examination;use of treatment as prevention of HIV infection (TasP);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);sex with one regular partner","Male","26-33","Master's degree","City from 250 to 500 thousand","Employer","Homosexual","In a same-sex partnership","Only closed"
"2019/04/13 6:41:46 pm CET","Yes","Yes","51-100","Anal sex;Oral sex;Masturbation","Alcohol;Poppers","Yes","No, because all of my partners were healthy","Yes, but only once","Pornography (movies, magazines);Internet;Books and scientific publications","Informing the sexual partner about the possible infection;conversation with a partner / spouse about possible risks;observation and genital self-examination;regular check-ups for HIV and hepatitis B;using a condom;anal and / or oral sex","Male","26-33","Master's degree","City from 500 thousand to 1 million","Employee","Homosexual","Single","Only closed"
"2019/04/13 6:45:23 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol","No. Why? Who is not affected? (Put your answer into Other...);Some people find it a turn-on factor to be in danger of getting infected.","Yes, two or three times","Yes, two or three times","School, studies, sex education;Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible infection;making conscious sexual contacts;using a condom;sex with one regular partner","Male","26-33","Master's degree","City from 500 thousand to 1 million","Employee","Homosexual","In a homosexal relationship","Only open"
"2019/04/13 6:45:28 pm CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Fisting","Alcohol;Marijuana;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Internet;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;regular STD’s check-ups;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis)","Male","34-41","PHD and higher","City over 1 million","Employee","Homosexual","Single","Mostly open"
"2019/04/13 6:52:05 pm CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting","Alcohol;Drugs;Marijuana;Opioids and / or benzodiazepines (strong sedatives, antipsychotics, hypnotics, anxiolytics, antidepressants, analgesics and antitussives);Poppers","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Parents, family, siblings;Pornography (movies, magazines);Internet;Friends, collegues;Doctor, nurse, midwife","conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis)","Male","26-33","Bachelor","City from 500 thousand to 1 million","Unemployed","Homosexual","In a same-sex marriage","Mostly open"
"2019/04/13 6:53:02 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol","Yes","No, because I'm healthy. I know, because I have no symptoms","Yes, two or three times","Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;regular check-ups for HIV and hepatitis B;using a condom","Male","26-33","Master's degree","Village","Employee","Homosexual","Single","Only closed"
"2019/04/13 6:53:16 pm CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Parents, family, siblings;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;use of treatment as prevention of HIV infection (TasP);personal hygiene before and after intercourse;using a condom;using PrEP (pre-exposure prophylaxis);sex with one regular partner","Male","26-33","Master's degree","City over 1 million","Employee","Homosexual","Single","It's hard to say"
"2019/04/13 8:42:47 pm CET","Yes","No","6-10","Oral sex","None of them","Yes","No, because I'm not interested in it","Yes, but only once","School, studies, sex education;Internet","making conscious sexual contacts;conversation with a sexual partner before and / or after intercourse;using a condom;sex with one regular partner","Male","18-25","Bachelor","City from 500 thousand to 1 million","University student","Homosexual","Single","It's hard to say"
"2019/04/13 9:12:35 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation","Alcohol;Marijuana;Poppers","Yes","No, because I always use condomes","No, because I always use condomes","School, studies, sex education;Parents, family, siblings;Internet;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;observation and genital self-examination;personal hygiene before and after intercourse;using a condom","Male","18-25","Engineer","City over 1 million","Employee","Homosexual","In a homosexal relationship","Mostly open"
"2019/04/14 4:02:37 am CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting","Alcohol;Drugs;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues;Doctor, nurse, midwife","making conscious sexual contacts;regular STD’s check-ups;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis)","Male","50-57","Bachelor","City over 1 million","Employee","Homosexual","In a same-sex marriage","Only open"
"2019/04/14 7:24:39 am CET","Yes","Yes","With one permanent partner","Anal sex;Oral sex;Masturbation","None of them","Yes","No, I do not have to do this, because I have permanent partner longer than 5 years","No, I do not have to do this, because I have permanent partner longer than 5 years","School, studies, sex education;Pornography (movies, magazines);Internet","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;regular STD’s check-ups;using a condom;sex with one regular partner","Male","34-41","Master's degree","City over 1 million","Freelancer - free profession","Homosexual","In a homosexal relationship","Only closed"
"2019/04/14 8:10:38 am CET","Yes","No","6-10","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","None of them","Yes","No, because all of my partners were healthy","No, because I'm healthy. I know, because I have no symptoms","Pornography (movies, magazines);Internet","regular STD’s check-ups;using a condom","Male","26-33","PHD and higher","City from 250 to 500 thousand","Freelancer - free profession","Homosexual","In a partnership","Mostly closed"
"2019/04/14 9:17:17 am CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","None of them","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","Internet;Friends, collegues","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;use of contraceptives","Male","26-33","Engineer","City from 250 to 500 thousand","Employee","Homosexual","Single","Mostly closed"
"2019/04/14 9:28:22 am CET","Yes","Yes","With one permanent partner","Vaginal sex;Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting","Alcohol","No. Why? Who is not affected? (Put your answer into Other...);If in a long term exclusive relationship, then periodically checking for STDs and HIV shouldn't be compulsory. But only if the relationship is not open and at the beginning of the relationship both partners did the tests.","No, I do not have to do this, because I have permanent partner longer than 5 years","No, I do not have to do this, because I have permanent partner longer than 5 years","School, studies, sex education;Internet;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner","Female","26-33","Master's degree","City over 1 million","Employee","Heterosexual","In marriage","Only closed"
